table,model,seed,n_params,prevalence,auprc,auroc,f1_youden,brier,ece
T1,xgboost,0,3816,0.02480736703627138,0.09526477358426441,0.8672775159574158,0.14317673378076062,0.025701869279146194,0.020461670631675248
