table,model,n_seeds,n_params_mean,n_params_ci_lo,n_params_ci_hi,prevalence_mean,prevalence_ci_lo,prevalence_ci_hi,auprc_mean,auprc_ci_lo,auprc_ci_hi,auroc_mean,auroc_ci_lo,auroc_ci_hi,f1_youden_mean,f1_youden_ci_lo,f1_youden_ci_hi,brier_mean,brier_ci_lo,brier_ci_hi,ece_mean,ece_ci_lo,ece_ci_hi,loss_start_mean,loss_start_ci_lo,loss_start_ci_hi,loss_end_mean,loss_end_ci_lo,loss_end_ci_hi
T2,classical_attention,2,386.0,386.0,386.0,0.0240687822951817,0.0233301975540921,0.0248073670362713,0.15091955393418685,0.0880622309051928,0.2137768769631809,0.841931267189003,0.7759614966349948,0.9079010377430112,0.1256809719513389,0.0966139954853273,0.1547479484173505,0.24232877790927887,0.2411232441663742,0.2435343116521835,0.46843414603276323,0.4675957433648078,0.4692725487007187,1.2710870811715722,1.2632766626775265,1.278897499665618,1.2488479628227651,1.2405574033036828,1.2571385223418474
T2,full_model,2,386.0,386.0,386.0,0.0240687822951817,0.0233301975540921,0.0248073670362713,0.14386999726965038,0.0781912612358104,0.2095487333034904,0.8189531658994238,0.7323251781930263,0.9055811536058213,0.13968993203320362,0.1269549218031278,0.1524249422632794,0.24236264079809183,0.2411616444587707,0.243563637137413,0.46844098118246413,0.4675905482228477,0.4692914141420806,1.2710547503083944,1.2632586574181914,1.2788508431985974,1.249242337886244,1.2407936928793788,1.257690982893109
T2,no_hamiltonian,2,386.0,386.0,386.0,0.0240687822951817,0.0233301975540921,0.0248073670362713,0.1873142284768819,0.1151225166742548,0.259505940279509,0.8183007389780759,0.6797186196953785,0.9568828582607732,0.18494376177377014,0.0692041522491349,0.3006833712984054,0.24093161523342133,0.2408066689968109,0.2410565614700317,0.4668760328961854,0.4666262947399575,0.4671257710524134,1.2710979296825826,1.2634314959868789,1.2787643633782864,1.2483139350079,1.24206134211272,1.25456652790308
T2,random_edges,2,386.0,386.0,386.0,0.0240687822951817,0.0233301975540921,0.0248073670362713,0.1321198613342456,0.0741017322107148,0.1901379904577764,0.8319871225803652,0.75778720614463,0.9061870390161004,0.1315623233417107,0.087920489296636,0.1752041573867854,0.24895721673965449,0.2444428503513336,0.2534715831279754,0.4753060588547793,0.4700752652872104,0.4805368524223481,1.2711502737365663,1.2635968187823892,1.2787037286907434,1.2521733255125582,1.2430383441969752,1.2613083068281412
