table,model,seed,n_params,prevalence,auprc,auroc,f1_youden,brier,ece,loss_start,loss_end
T2,full_model,0,386,0.02480736703627138,0.20954873330349044,0.9055811536058211,0.15242494226327943,0.24356363713741302,0.46929141414208064,1.2632586574181914,1.2407936928793788
T2,no_hamiltonian,0,386,0.02480736703627138,0.259505940279509,0.9568828582607731,0.30068337129840544,0.24105656147003174,0.46662629473995754,1.2634314959868789,1.24206134211272
T2,classical_attention,0,386,0.02480736703627138,0.2137768769631809,0.9079010377430111,0.15474794841735054,0.24353431165218353,0.4692725487007187,1.2632766626775265,1.2405574033036828
T2,random_edges,0,386,0.02480736703627138,0.1901379904577764,0.9061870390161004,0.17520415738678544,0.24444285035133362,0.4700752652872104,1.2635968187823892,1.2430383441969752
