table,model,seed,n_params,prevalence,auprc,auroc,f1_youden,brier,ece
T1,xgboost,1,4048,0.023330197554092193,0.0843428401112838,0.8572358486462301,0.14334009465855307,0.03496474772691727,0.04670537667485099
